  214CHOL    C2 2400   7.113  -0.077   4.154 -0.0894 -0.1581 -0.0857
  215CHOL   ROH 2401   7.152   7.272   6.481  0.0669 -0.1011  0.0328
  215CHOL    R1 2402   7.285   7.320   6.235  0.1548 -0.0827  0.0845
  215CHOL    R2 2403   7.464   7.138   6.124  0.0293 -0.1709  0.0358
  215CHOL    R3 2404   7.299   7.160   5.909  0.0914  0.0691  0.0035
  215CHOL    R4 2405   7.565   7.175   5.795  0.1509 -0.3462  0.0488
  215CHOL    R5 2406   7.405   7.316   5.765  0.3642 -0.0939  0.0091
  215CHOL    C1 2407   7.468   7.216   5.403  0.2801 -0.2230  0.0259
  215CHOL    C2 2408   7.548   7.222   5.007  0.2023  0.0798 -0.0840
  216CHOL   ROH 2409   2.448   0.032   5.963  0.3084  0.0912 -0.0703
  216CHOL    R1 2410   2.406   0.188   5.731  0.2974  0.0508 -0.0911
  216CHOL    R2 2411   2.295   0.085   5.499  0.1395  0.0575  0.0027
  216CHOL    R3 2412   2.122   0.292   5.529  0.2700  0.1752 -0.0019
  216CHOL    R4 2413   2.045   0.166   5.276 -0.1407 -0.1541  0.2200
  216CHOL    R5 2414   2.092   0.376   5.307  0.0105 -0.1036 -0.1049
  216CHOL    C1 2415   1.736   0.407   5.173 -0.1813 -0.1667  0.3423
  216CHOL    C2 2416   1.426   0.649   5.122 -0.0419 -0.0872 -0.1896
  217CHOL   ROH 2417   3.688   1.613   5.840 -0.0431  0.0667 -0.1650
  217CHOL    R1 2418   3.520   1.423   5.713 -0.0773  0.1278 -0.2102
  217CHOL    R2 2419   3.513   1.390   5.438  0.1328  0.0009 -0.2001
  217CHOL    R3 2420   3.565   1.131   5.501 -0.1112 -0.0152 -0.0282
  217CHOL    R4 2421   3.394   1.117   5.263  0.1723  0.0173 -0.2548
  217CHOL    R5 2422   3.361   1.016   5.453 -0.1385  0.1045 -0.2460
  217CHOL    C1 2423   3.374   0.715   5.220 -0.0338  0.0118 -0.1253
  217CHOL    C2 2424   3.291   0.432   5.235  0.0983  0.5740 -0.0592
  218CHOL   ROH 2425  12.358   5.702   6.862 -0.3724 -0.1724 -0.0539
  218CHOL    R1 2426  12.435   5.556   6.631 -0.2471  0.1136 -0.2027
  218CHOL    R2 2427  12.421   5.280   6.618  0.2414  0.0839 -0.3731
  218CHOL    R3 2428  12.273   5.331   6.396  0.0046 -0.0286 -0.2495
  218CHOL    R4 2429  12.331   5.045   6.381  0.1902 -0.0046 -0.2685
  218CHOL    R5 2430  12.369   5.193   6.227 -0.0441  0.0174 -0.3233
  218CHOL    C1 2431  12.139   4.956   6.035 -0.0618 -0.1617 -0.0916
  218CHOL    C2 2432  12.237   4.679   5.853 -0.0406  0.0750  0.0243
  219CHOL   ROH 2433   5.745   0.274   5.975 -0.0287 -0.0574  0.0903
  219CHOL    R1 2434   5.687   0.157   5.723 -0.0980  0.0012  0.0790
  219CHOL    R2 2435   5.637   0.308   5.496  0.0453  0.0529  0.0843
  219CHOL    R3 2436   5.836   0.156   5.392 -0.0657 -0.1031  0.0920
  219CHOL    R4 2437   5.730   0.302   5.163  0.1328  0.0920  0.1069
  219CHOL    R5 2438   5.755   0.087   5.178 -0.0769  0.0532  0.0393
  219CHOL    C1 2439   5.970   0.155   4.872  0.0795 -0.0317  0.1273
  219CHOL    C2 2440   6.266   0.166   4.557 -0.0396  0.1371  0.1523
  220CHOL   ROH 2441  10.264   8.540   6.759  0.1363 -0.0605  0.0634
  220CHOL    R1 2442  10.399   8.495   6.514  0.0124  0.1438 -0.0468
  220CHOL    R2 2443  10.415   8.245   6.395  0.3198  0.1533 -0.0313
  220CHOL    R3 2444  10.311   8.376   6.182 -0.0765 -0.0238  0.0329
  220CHOL    R4 2445  10.467   8.158   6.065  0.1962  0.2034 -0.0661
  220CHOL    R5 2446  10.484   8.369   6.017 -0.1842  0.2434 -0.1085
  220CHOL    C1 2447  10.399   8.231   5.672 -0.2479  0.0664 -0.0261
  220CHOL    C2 2448  10.400   8.284   5.212 -0.1502 -0.0758 -0.1118
  221CHOL   ROH 2449   2.949   6.063   5.805 -0.0274  0.1820  0.1595
  221CHOL    R1 2450   2.708   6.019   5.662  0.0292  0.0104  0.1141
  221CHOL    R2 2451   2.688   6.056   5.389  0.0403  0.0632  0.1304
  221CHOL    R3 2452   2.595   5.801   5.394  0.2480 -0.0206  0.0382
  221CHOL    R4 2453   2.540   5.896   5.122 -0.0319  0.1439  0.1200
  221CHOL    R5 2454   2.396   5.807   5.261  0.1309 -0.0701  0.1864
  221CHOL    C1 2455   2.367   5.562   4.970  0.1210  0.1123  0.0274
  221CHOL    C2 2456   2.401   5.641   4.662 -0.0097  0.1195 -0.0267
  222CHOL   ROH 2457  13.424   2.635   6.897  0.0103  0.1904  0.1776
  222CHOL    R1 2458  13.421   2.671   6.616  0.1148  0.0450  0.1528
  222CHOL    R2 2459  13.187   2.699   6.471  0.1617 -0.0022  0.0459
  222CHOL    R3 2460  13.307   2.927   6.384  0.2218 -0.0610 -0.0173
  222CHOL    R4 2461  13.113   2.859   6.174  0.0392  0.0708  0.1170
  222CHOL    R5 2462  13.326   2.897   6.147  0.0355 -0.0434 -0.0315
  222CHOL    C1 2463  13.182   3.166   5.919  0.0244  0.0581  0.0991
  222CHOL    C2 2464  13.313   3.437   5.678 -0.3151 -0.1848 -0.1181
  223CHOL   ROH 2465   8.439   0.206   6.475  0.0914  0.0446 -0.1203
  223CHOL    R1 2466   8.381   0.178   6.199  0.1304  0.0530 -0.1305
  223CHOL    R2 2467   8.578   0.165   6.006  0.1652 -0.0785 -0.0930
  223CHOL    R3 2468   8.451  -0.065   5.938  0.0453 -0.0115 -0.0923
  223CHOL    R4 2469   8.602   0.011   5.697  0.1061 -0.1067 -0.0825
  223CHOL    R5 2470   8.388  -0.033   5.709  0.0820  0.0112 -0.0978
  223CHOL    C1 2471   8.496  -0.295   5.454 -0.0409 -0.0602 -0.0757
  223CHOL    C2 2472   8.435  -0.303   5.015 -0.1094  0.1099 -0.3395
  224CHOL   ROH 2473   8.508   4.272   3.334  0.0921  0.1662  0.1908
  224CHOL    R1 2474   8.317   4.238   3.540  0.0455  0.0532  0.1360
  224CHOL    R2 2475   8.315   4.017   3.707  0.1757  0.0745  0.2023
  224CHOL    R3 2476   8.323   4.206   3.902 -0.0349  0.1459  0.1401
  224CHOL    R4 2477   8.173   3.987   4.021  0.2556  0.0358  0.2316
  224CHOL    R5 2478   8.110   4.193   4.008  0.0092 -0.0619  0.1733
  224CHOL    C1 2479   8.098   4.147   4.386  0.1043  0.0803  0.1902
  224CHOL    C2 2480   8.088   3.766   4.484 -0.0348 -0.1398 -0.2762
  225CHOL   ROH 2481  12.099   2.981   3.944 -0.2105 -0.0030  0.0142
  225CHOL    R1 2482  12.148   3.039   4.217 -0.2487 -0.0173  0.0206
  225CHOL    R2 2483  12.028   2.901   4.422  0.0453 -0.3105 -0.0131
  225CHOL    R3 2484  12.284   2.864   4.505  0.1422  0.1116 -0.0664
  225CHOL    R4 2485  12.129   2.924   4.751 -0.0366 -0.4435  0.0248
  225CHOL    R5 2486  12.310   3.027   4.681 -0.2089  0.0163  0.1148
  225CHOL    C1 2487  12.428   2.902   5.022  0.0066 -0.1247 -0.0031
  225CHOL    C2 2488  12.625   3.006   5.238  0.0992  0.2178 -0.0066
  226CHOL   ROH 2489   5.750   7.348   3.155  0.0951  0.0064  0.0849
  226CHOL    R1 2490   5.597   7.310   3.390  0.0466  0.0017  0.0504
  226CHOL    R2 2491   5.692   7.169   3.608  0.0688  0.1542  0.1276
  226CHOL    R3 2492   5.627   7.396   3.742 -0.1263  0.1617  0.0330
  226CHOL    R4 2493   5.641   7.188   3.949  0.2198  0.2542  0.1481
  226CHOL    R5 2494   5.474   7.323   3.911  0.0301  0.0545  0.1494
  226CHOL    C1 2495   5.550   7.413   4.274  0.1245  0.3194  0.0711
  226CHOL    C2 2496   5.617   7.238   4.665 -0.0870  0.1934  0.1846
  227CHOL   ROH 2497   9.033   6.974   6.479  0.0656 -0.0335  0.0264
  227CHOL    R1 2498   9.042   6.841   6.228  0.0288 -0.0051  0.0123
  227CHOL    R2 2499   8.912   6.937   6.002  0.0262  0.0325  0.0466
  227CHOL    R3 2500   9.160   6.918   5.893  0.0091  0.0106  0.0039
  227CHOL    R4 2501   8.979   6.857   5.673 -0.0699  0.0563  0.0188
  227CHOL    R5 2502   9.145   6.736   5.741 -0.0615  0.0157 -0.0161
  227CHOL    C1 2503   9.251   6.793   5.379 -0.1418  0.0496 -0.0375
  227CHOL    C2 2504   9.487   6.696   5.284 -0.0790  0.0550  0.1149
  228CHOL   ROH 2505   7.895   3.117   6.637  0.3014 -0.1554  0.0213
  228CHOL    R1 2506   7.995   3.241   6.401 -0.0525 -0.0492 -0.0907
  228CHOL    R2 2507   8.223   3.149   6.269  0.1054  0.3199 -0.1190
  228CHOL    R3 2508   8.053   3.141   6.057 -0.0208 -0.1370 -0.0713
  228CHOL    R4 2509   8.318   3.149   5.937 -0.0339  0.3451 -0.1612
  228CHOL    R5 2510   8.153   3.282   5.894 -0.3649  0.0219 -0.1850
  228CHOL    C1 2511   8.214   3.141   5.545 -0.2334 -0.0692 -0.1410
  228CHOL    C2 2512   8.221   3.215   5.188  0.3884  0.2271 -0.1290
  229CHOL   ROH 2513  11.855   8.187   5.423 -0.0395  0.0633  0.0872
  229CHOL    R1 2514  12.137   8.218   5.411 -0.0398  0.0248  0.0131
  229CHOL    R2 2515  12.258   8.461   5.359 -0.0262  0.0119  0.0488
  229CHOL    R3 2516  12.389   8.408   5.591  0.0514 -0.0658 -0.0087
  229CHOL    R4 2517  12.554   8.610   5.458 -0.0264  0.0449  0.0056
  229CHOL    R5 2518  12.620   8.417   5.533  0.0403  0.0105 -0.0928
  229CHOL    C1 2519  12.849   8.646   5.734  0.0463 -0.0088 -0.0735
  229CHOL    C2 2520  13.154   8.968   5.623  0.0081  0.0688 -0.0266
  230CHOL   ROH 2521  10.196   3.748   3.713  0.2102 -0.0736  0.0035
  230CHOL    R1 2522  10.130   3.639   3.966  0.0995  0.0170  0.0168
  230CHOL    R2 2523  10.312   3.497   4.120 -0.0222 -0.0982  0.0609
  230CHOL    R3 2524  10.244   3.679   4.309  0.0962 -0.0130  0.0222
  230CHOL    R4 2525  10.314   3.439   4.460  0.0831  0.0089  0.0784
  230CHOL    R5 2526  10.129   3.552   4.476  0.1174  0.0698  0.1048
  230CHOL    C1 2527  10.251   3.576   4.836  0.2556  0.1514  0.0522
  230CHOL    C2 2528  10.329   3.518   5.129 -0.0237 -0.0459  0.0221
  231CHOL   ROH 2529  13.191   2.954   3.976  0.2750 -0.1386 -0.0289
  231CHOL    R1 2530  13.258   3.090   4.215  0.1213 -0.0894 -0.0122
  231CHOL    R2 2531  13.123   3.049   4.452  0.0110 -0.0910 -0.0745
  231CHOL    R3 2532  13.372   2.999   4.549 -0.0227 -0.0163  0.0585
  231CHOL    R4 2533  13.201   3.020   4.787 -0.1812 -0.2216 -0.0372
  231CHOL    R5 2534  13.385   3.132   4.749 -0.2103 -0.1106  0.1361
  231CHOL    C1 2535  13.480   2.956   5.074 -0.3248 -0.2276  0.1093
  231CHOL    C2 2536  13.134   3.141   5.308  0.2140  0.2070 -0.2575
  232CHOL   ROH 2537  12.231   8.505   3.464 -0.0129  0.2144 -0.0779
  232CHOL    R1 2538  12.234   8.407   3.730 -0.0889  0.0395 -0.1387
  232CHOL    R2 2539  12.401   8.510   3.926 -0.0103 -0.2127 -0.0672
  232CHOL    R3 2540  12.168   8.540   4.062  0.0117 -0.1223 -0.0503
  232CHOL    R4 2541  12.377   8.563   4.266  0.0479 -0.0849 -0.0826
  232CHOL    R5 2542  12.206   8.429   4.270  0.0217 -0.0556 -0.0134
  232CHOL    C1 2543  12.145   8.623   4.592  0.1023  0.0743 -0.0758
  232CHOL    C2 2544  12.246   8.732   4.897 -0.2095 -0.1631 -0.0470
  233CHOL   ROH 2545   0.566   6.272   3.734  0.2325 -0.2278 -0.0124
  233CHOL    R1 2546   0.659   6.203   3.992  0.1844  0.1448  0.1177
  233CHOL    R2 2547   0.594   6.348   4.218 -0.3549  0.1609 -0.0158
  233CHOL    R3 2548   0.510   6.106   4.310  0.1140 -0.0021  0.0402
  233CHOL    R4 2549   0.526   6.275   4.549 -0.5900  0.2302 -0.0441
  233CHOL    R5 2550   0.621   6.080   4.520 -0.0677  0.4183  0.2043
  233CHOL    C1 2551   0.408   6.005   4.828 -0.2867  0.1175 -0.0080
  233CHOL    C2 2552   0.151   6.032   5.218  0.1700  0.0231 -0.0800
  234CHOL   ROH 2553   8.352   2.191   6.562  0.0337  0.1067  0.1279
  234CHOL    R1 2554   8.409   2.266   6.295 -0.0087  0.0376  0.1013
  234CHOL    R2 2555   8.548   2.100   6.120 -0.0835 -0.0202  0.1156
  234CHOL    R3 2556   8.329   2.139   5.964 -0.0998 -0.0119  0.1370
  234CHOL    R4 2557   8.549   2.129   5.776 -0.0809  0.0227  0.1172
  234CHOL    R5 2558   8.402   2.286   5.791 -0.1000  0.0241  0.1507
  234CHOL    C1 2559   8.345   2.183   5.429 -0.0947  0.0554  0.1382
  234CHOL    C2 2560   8.482   2.155   5.001  0.1138  0.0855  0.1616
  235CHOL   ROH 2561  13.152   5.923   3.605 -0.1302 -0.2318  0.0630
  235CHOL    R1 2562  13.051   5.983   3.863 -0.1418 -0.1592  0.0430
  235CHOL    R2 2563  12.881   5.813   4.001 -0.0860 -0.1607  0.1184
  235CHOL    R3 2564  13.070   5.834   4.195 -0.0835 -0.0222  0.1020
  235CHOL    R4 2565  12.861   5.665   4.312  0.0732 -0.2135  0.1042
  235CHOL    R5 2566  12.944   5.846   4.398 -0.0731 -0.1524  0.1153
  235CHOL    C1 2567  13.027   5.598   4.676  0.1683 -0.1141  0.0806
  235CHOL    C2 2568  13.106   5.733   5.076 -0.0713  0.0289  0.2355
  236CHOL   ROH 2569  11.544   4.264   4.099 -0.2247  0.1359 -0.1665
  236CHOL    R1 2570  11.563   4.339   4.372 -0.4406  0.0217 -0.1124
  236CHOL    R2 2571  11.393   4.238   4.569 -0.2840 -0.4765 -0.1851
  236CHOL    R3 2572  11.628   4.171   4.687 -0.1376 -0.0500 -0.2128
  236CHOL    R4 2573  11.458   4.244   4.908 -0.2524 -0.4477 -0.1942
  236CHOL    R5 2574  11.653   4.323   4.866 -0.4133 -0.0565 -0.1795
  236CHOL    C1 2575  11.717   4.186   5.215 -0.0966 -0.0306 -0.2256
  236CHOL    C2 2576  11.875   4.488   5.410  0.2978  0.1103 -0.1851
  237CHOL   ROH 2577   8.513   0.102   3.172 -0.0418  0.1850 -0.1015
  237CHOL    R1 2578   8.447   0.014   3.434  0.1954  0.1414 -0.0497
  237CHOL    R2 2579   8.561   0.126   3.663  0.1005  0.4047 -0.1096
  237CHOL    R3 2580   8.301   0.163   3.731  0.0467 -0.0106 -0.0501
  237CHOL    R4 2581   8.439   0.150   3.985  0.1894  0.6269 -0.0911
  237CHOL    R5 2582   8.269   0.032   3.927  0.3896  0.2030  0.1547
  237CHOL    C1 2583   8.124   0.199   4.237  0.1908  0.3664 -0.0244
  237CHOL    C2 2584   7.976   0.308   4.550  0.2245  0.0397 -0.4003
  238CHOL   ROH 2585   8.042   0.949   2.953  0.1361  0.3623  0.0605
  238CHOL    R1 2586   7.906   0.857   3.184  0.1155  0.1315 -0.0380
  238CHOL    R2 2587   8.032   0.822   3.428  0.0674  0.0194 -0.0221
  238CHOL    R3 2588   7.833   0.984   3.516 -0.0357 -0.1348  0.0350
  238CHOL    R4 2589   8.013   0.956   3.745  0.0980  0.0889 -0.0498
  238CHOL    R5 2590   7.799   0.918   3.744  0.1333 -0.1032  0.0671
  238CHOL    C1 2591   7.815   1.186   4.014  0.0191 -0.0154 -0.0124
  238CHOL    C2 2592   7.709   1.314   4.355  0.3223  0.1351 -0.0204
  239CHOL   ROH 2593   6.637   5.472   6.507  0.0268  0.1236  0.0185
  239CHOL    R1 2594   6.770   5.541   6.266  0.0713  0.0610  0.0306
  239CHOL    R2 2595   6.863   5.351   6.088 -0.1387  0.0286 -0.0131
  239CHOL    R3 2596   6.713   5.492   5.910 -0.0008  0.2247  0.0110
  239CHOL    R4 2597   6.849   5.292   5.748 -0.4191 -0.1438  0.0172
  239CHOL    R5 2598   6.848   5.506   5.714 -0.0504 -0.1220 -0.0826
  239CHOL    C1 2599   6.700   5.390   5.383 -0.4529 -0.0601  0.0575
  239CHOL    C2 2600   6.538   5.189   5.002  0.0303  0.0843  0.2677
  240CHOL   ROH 2601   8.643   4.845   6.734 -0.0187 -0.0329 -0.0592
  240CHOL    R1 2602   8.607   4.973   6.484 -0.1024 -0.0100 -0.0389
  240CHOL    R2 2603   8.817   5.024   6.309 -0.1127  0.2085 -0.0188
  240CHOL    R3 2604   8.659   4.889   6.134  0.0126  0.0956 -0.0432
  240CHOL    R4 2605   8.762   5.115   5.981 -0.2824  0.2461  0.0206
  240CHOL    R5 2606   8.554   5.060   6.005 -0.2039  0.0055  0.0306
  240CHOL    C1 2607   8.581   5.042   5.625 -0.2636  0.1620  0.0207
  240CHOL    C2 2608   8.804   5.124   5.295 -0.0143  0.0637 -0.0184
  241CHOL   ROH 2609   9.553   0.986   6.832 -0.1738 -0.0140 -0.1296
  241CHOL    R1 2610   9.697   0.987   6.588 -0.0719  0.0524 -0.0708
  241CHOL    R2 2611   9.635   0.818   6.376  0.1640 -0.0640 -0.0606
  241CHOL    R3 2612   9.623   1.052   6.238  0.0078 -0.1030 -0.1157
  241CHOL    R4 2613   9.655   0.849   6.033  0.1441 -0.1074 -0.0661
  241CHOL    R5 2614   9.778   1.025   6.059  0.0202 -0.0263 -0.1071
  241CHOL    C1 2615   9.655   1.086   5.703 -0.0141 -0.1693 -0.1211
  241CHOL    C2 2616   9.946   1.167   5.488 -0.0101  0.0270  0.0912
  242CHOL   ROH 2617  12.066   8.252   6.964  0.1143  0.0747  0.0078
  242CHOL    R1 2618  12.265   8.232   6.763  0.1342 -0.1609  0.0453
  242CHOL    R2 2619  12.306   8.002   6.616 -0.3229 -0.1333 -0.1556
  242CHOL    R3 2620  12.273   8.170   6.405  0.0798  0.1520 -0.0172
  242CHOL    R4 2621  12.431   7.946   6.299 -0.5348 -0.2382 -0.2252
  242CHOL    R5 2622  12.482   8.158   6.287  0.0520 -0.3311 -0.0607
  242CHOL    C1 2623  12.474   8.070   5.916 -0.2801 -0.0315 -0.1359
  242CHOL    C2 2624  12.463   7.866   5.568 -0.2088  0.0721 -0.0265
  243CHOL   ROH 2625   4.709   0.901   5.944 -0.1899  0.3073  0.0190
  243CHOL    R1 2626   4.845   0.872   5.697 -0.1200  0.2346  0.0646
  243CHOL    R2 2627   4.745   0.720   5.487 -0.0191  0.1072  0.1103
  243CHOL    R3 2628   4.778   0.951   5.348 -0.0567  0.0509  0.0068
  243CHOL    R4 2629   4.733   0.747   5.143 -0.1197 -0.0518  0.1004
  243CHOL    R5 2630   4.900   0.886   5.153 -0.1096 -0.0424 -0.0032
  243CHOL    C1 2631   4.756   0.979   4.812 -0.2136 -0.1973 -0.0025
  243CHOL    C2 2632   5.014   1.076   4.542 -0.2741 -0.1404 -0.0795
  244CHOL   ROH 2633   3.902   2.531   5.692 -0.1752  0.0640  0.0468
  244CHOL    R1 2634   4.007   2.549   5.429 -0.0918  0.0758  0.0803
  244CHOL    R2 2635   3.858   2.482   5.205 -0.0119  0.0616  0.0329
  244CHOL    R3 2636   3.927   2.733   5.126 -0.0119  0.0687  0.0539
  244CHOL    R4 2637   3.924   2.575   4.879 -0.0431  0.0917  0.0350
  244CHOL    R5 2638   4.088   2.698   4.952 -0.0298  0.0798  0.0327
  244CHOL    C1 2639   4.027   2.865   4.615 -0.0614  0.1160  0.0559
  244CHOL    C2 2640   4.035   3.047   4.406  0.0422  0.3142  0.1787
  245CHOL   ROH 2641   9.420   1.390   3.072  0.1468  0.0989  0.1508
  245CHOL    R1 2642   9.312   1.238   3.285  0.0774  0.0911  0.1089
  245CHOL    R2 2643   9.470   1.096   3.462  0.0181  0.0524  0.1284
  245CHOL    R3 2644   9.333   1.240   3.649 -0.0070  0.0504  0.1141
  245CHOL    R4 2645   9.511   1.066   3.804  0.0187  0.1071  0.1352
  245CHOL    R5 2646   9.295   1.085   3.827  0.0186  0.0701  0.1343
  245CHOL    C1 2647   9.407   1.184   4.178 -0.0045  0.1371  0.1257
  245CHOL    C2 2648   9.432   1.099   4.556  0.0639 -0.1616  0.1693
  246CHOL   ROH 2649  12.621   1.637   3.456 -0.0844 -0.0159  0.0356
  246CHOL    R1 2650  12.564   1.801   3.681 -0.0641 -0.1876  0.1655
  246CHOL    R2 2651  12.606   1.717   3.943  0.2945 -0.2633  0.0766
  246CHOL    R3 2652  12.752   1.944   3.957  0.0348 -0.0815  0.0514
  246CHOL    R4 2653  12.697   1.877   4.235  0.4560 -0.3959  0.1059
  246CHOL    R5 2654  12.657   2.066   4.138  0.0864 -0.3438  0.2856
  246CHOL    C1 2655  12.887   2.184   4.417  0.3062 -0.3023  0.0993
  246CHOL    C2 2656  12.891   2.187   4.709  0.1415  0.0018 -0.0027
  419CHOL   ROH 4721  11.933   4.114   4.318 -0.2243 -0.0320 -0.0185
  419CHOL    R1 4722  12.000   3.955   4.543 -0.3805 -0.0255  0.0326
  419CHOL    R2 4723  12.202   4.024   4.719 -0.1665 -0.2619 -0.1160
  419CHOL    R3 4724  12.004   3.997   4.904 -0.1293  0.1744  0.0133
  419CHOL    R4 4725  12.251   4.015   5.061  0.0216 -0.2645 -0.1390
  419CHOL    R5 4726  12.100   3.859   5.074 -0.2934  0.0200 -0.0105
  419CHOL    C1 4727  12.095   3.985   5.434  0.1660  0.1436 -0.0310
  419CHOL    C2 4728  12.106   4.045   5.826  0.3406  0.1663 -0.2672
  420CHOL   ROH 4729   0.553   2.700   6.810  0.1898 -0.2030  0.0960
  420CHOL    R1 4730   0.468   2.619   6.552  0.0284 -0.0149  0.0842
  420CHOL    R2 4731   0.356   2.793   6.370  0.1607  0.1867  0.1775
  420CHOL    R3 4732   0.553   2.701   6.208  0.0281  0.0327  0.0986
  420CHOL    R4 4733   0.356   2.822   6.026  0.1722  0.3763  0.1906
  420CHOL    R5 4734   0.436   2.619   6.015 -0.0848  0.2866  0.0624
  420CHOL    C1 4735   0.541   2.752   5.673  0.0544  0.3420  0.1242
  420CHOL    C2 4736   0.515   2.701   5.239 -0.0311  0.0741 -0.1757
  421CHOL   ROH 4737   9.776   7.539   3.073 -0.0877 -0.0024 -0.0937
  421CHOL    R1 4738   9.723   7.335   3.262 -0.1208  0.0897 -0.0038
  421CHOL    R2 4739   9.909   7.253   3.449 -0.1157  0.0986 -0.0233
  421CHOL    R3 4740   9.708   7.306   3.624 -0.0545  0.2258  0.0154
  421CHOL    R4 4741   9.945   7.259   3.792 -0.0306 -0.0027 -0.0284
  421CHOL    R5 4742   9.751   7.158   3.809 -0.1257  0.1384 -0.0203
  421CHOL    C1 4743   9.777   7.311   4.157  0.0764  0.0577  0.0048
  421CHOL    C2 4744   9.834   7.365   4.486 -0.1065 -0.1514 -0.1225
  422CHOL   ROH 4745   4.331   5.205   6.182  0.0023  0.0158  0.0054
  422CHOL    R1 4746   4.453   5.174   5.929  0.1046  0.0417  0.0510
  422CHOL    R2 4747   4.308   5.129   5.699  0.2095 -0.4179  0.0560
  422CHOL    R3 4748   4.445   5.346   5.608 -0.1762 -0.2133 -0.0886
  422CHOL    R4 4749   4.384   5.189   5.367  0.1683 -0.5419  0.0222
  422CHOL    R5 4750   4.581   5.259   5.431  0.0351 -0.1080  0.0154
  422CHOL    C1 4751   4.558   5.427   5.089 -0.2178 -0.4220 -0.1332
  422CHOL    C2 4752   4.549   5.440   4.737  0.0154  0.1130 -0.0793
  423CHOL   ROH 4753  11.229   8.855   3.101 -0.1713  0.0294 -0.0417
  423CHOL    R1 4754  11.113   8.752   3.338 -0.1372  0.0113 -0.0365
  423CHOL    R2 4755  11.225   8.543   3.482 -0.1647 -0.0463 -0.1241
  423CHOL    R3 4756  11.211   8.721   3.687 -0.0604 -0.0999 -0.0635
  423CHOL    R4 4757  11.186   8.460   3.815 -0.2698 -0.1495 -0.1572
  423CHOL    R5 4758  11.050   8.627   3.836 -0.1591 -0.0459 -0.1188
  423CHOL    C1 4759  11.150   8.578   4.201 -0.2331 -0.2600 -0.1197
  423CHOL    C2 4760  11.114   8.610   4.579 -0.0716  0.0429 -0.1126
  424CHOL   ROH 4761   3.836   6.442   6.024 -0.0915  0.1152 -0.0562
  424CHOL    R1 4762   3.997   6.360   5.806 -0.0245  0.1092 -0.0030
  424CHOL    R2 4763   3.963   6.115   5.678  0.0363  0.0960  0.0193
  424CHOL    R3 4764   3.944   6.272   5.458  0.0814  0.0645 -0.0109
  424CHOL    R4 4765   3.958   6.002   5.352 -0.1348  0.0172  0.0450
  424CHOL    R5 4766   4.085   6.168   5.297 -0.0298 -0.0752 -0.0295
  424CHOL    C1 4767   3.938   6.084   4.955 -0.1921 -0.0582  0.0315
  424CHOL    C2 4768   3.622   5.868   4.825 -0.1842  0.1114  0.0508
  425CHOL   ROH 4769   8.468   7.935   3.083 -0.0899 -0.1057 -0.0405
  425CHOL    R1 4770   8.384   7.871   3.345  0.1066 -0.2828 -0.0151
  425CHOL    R2 4771   8.559   7.786   3.542  0.3690  0.1342 -0.0371
  425CHOL    R3 4772   8.451   7.992   3.682 -0.0934 -0.0761 -0.0470
  425CHOL    R4 4773   8.545   7.804   3.886  0.3454  0.1537 -0.0385
  425CHOL    R5 4774   8.344   7.887   3.869  0.1461 -0.2948 -0.0312
  425CHOL    C1 4775   8.436   8.007   4.219 -0.1025 -0.0324 -0.0486
  425CHOL    C2 4776   8.587   7.800   4.534 -0.1584 -0.0536  0.0687
  426CHOL   ROH 4777   7.586   8.741   6.370  0.0659  0.0294 -0.0334
  426CHOL    R1 4778   7.529   8.612   6.124 -0.0916  0.0167  0.0054
  426CHOL    R2 4779   7.366   8.725   5.932 -0.0656  0.1014  0.0153
  426CHOL    R3 4780   7.581   8.683   5.770 -0.1255 -0.0876 -0.0170
  426CHOL    R4 4781   7.353   8.727   5.587 -0.0670  0.2361  0.0160
  426CHOL    R5 4782   7.490   8.556   5.587 -0.2699  0.0849 -0.0568
  426CHOL    C1 4783   7.547   8.689   5.234 -0.1240  0.1370 -0.0139
  426CHOL    C2 4784   7.423   8.579   4.838 -0.2298 -0.2525 -0.0219
  427CHOL   ROH 4785   4.928   6.374   6.380 -0.0186 -0.0767 -0.1203
  427CHOL    R1 4786   5.019   6.259   6.138 -0.0708 -0.0552 -0.1464
  427CHOL    R2 4787   4.849   6.202   5.927 -0.0736  0.1728 -0.1880
  427CHOL    R3 4788   5.026   6.354   5.787  0.0781  0.0726 -0.1160
  427CHOL    R4 4789   4.870   6.212   5.582  0.0132  0.1855 -0.1856
  427CHOL    R5 4790   5.087   6.216   5.601  0.0303  0.0315 -0.1186
  427CHOL    C1 4791   5.049   6.360   5.250  0.2062  0.0987 -0.1165
  427CHOL    C2 4792   4.926   6.250   4.879 -0.3199 -0.4359 -0.2425
  428CHOL   ROH 4793  10.607   1.367   3.303 -0.2957 -0.0807  0.0607
  428CHOL    R1 4794  10.481   1.255   3.531 -0.0839 -0.1734  0.1424
  428CHOL    R2 4795  10.623   1.132   3.736  0.1522  0.0339  0.1427
  428CHOL    R3 4796  10.489   1.311   3.891  0.0018 -0.0571  0.1166
  428CHOL    R4 4797  10.601   1.118   4.080  0.2212  0.1582  0.1508
  428CHOL    R5 4798  10.393   1.179   4.065  0.1752 -0.0701  0.1804
  428CHOL    C1 4799  10.463   1.279   4.426  0.1202  0.1451  0.1311
